ID;Municipio;SiglaEstado;QtdMasculino;QtdFeminino;QtdTotal;PercentualFeminino;PercentualMasculino
3014;MATEIROS;TO;109;47;156;301.282.051.282.051.000;698.717.948.717.948.000
4111;QUISSAM«;RJ;225;97;322;301.242.236.024.844.000;698.757.763.975.155.000
1993;GUA÷RA;SP;283;122;405;301.234.567.901.234.000;698.765.432.098.765.000
2910;MANHUAÄU;MG;399;172;571;301.225.919.439.579.000;698.774.080.560.420.000
2522;JAMBEIRO;SP;174;75;249;301.204.819.277.108.000;698.795.180.722.891.000
3892;PITANGUI;MG;232;100;332;301.204.819.277.108.000;698.795.180.722.891.000
1652;EDêIA;GO;116;50;166;301.204.819.277.108.000;698.795.180.722.891.000
699;BOM LUGAR;MA;116;50;166;301.204.819.277.108.000;698.795.180.722.891.000
639;BOA ESPERANÄA DO IGUAÄU;PR;58;25;83;301.204.819.277.108.000;698.795.180.722.891.000
4838;S«O LOURENÄO DO PIAU÷;PI;58;25;83;301.204.819.277.108.000;698.795.180.722.891.000
858;CACHOEIRA PAULISTA;SP;355;153;508;301.181.102.362.204.000;698.818.897.637.795.000
4185;RIBAS DO RIO PARDO;MS;181;78;259;301.158.301.158.301.000;698.841.698.841.698.000
3520;PAÄO DO LUMIAR;MA;485;209;694;301.152.737.752.161.000;698.847.262.247.838.000
5584;WANDERL∂NDIA;TO;123;53;176;301.136.363.636.363.000;698.863.636.363.636.000
3060;MENDES;RJ;318;137;455;301.098.901.098.901.000;698.901.098.901.098.000
4178;RIACHO DOS MACHADOS;MG;130;56;186;301.075.268.817.204.000;698.924.731.182.795.000
117;ALGOD«O DE JANDA÷RA;PB;65;28;93;301.075.268.817.204.000;698.924.731.182.795.000
223;ANAPU;PA;195;84;279;301.075.268.817.204.000;698.924.731.182.795.000
2024;GUARAMIRIM;SC;195;84;279;301.075.268.817.204.000;698.924.731.182.795.000
2390;ITAPEVI;SP;801;345;1146;301.047.120.418.848.000;698.952.879.581.151.000
4317;RUBIATABA;GO;202;87;289;301.038.062.283.737.000;698.961.937.716.262.000
4698;S«O GONÄALO;RJ;1442;621;2063;301.017.935.046.049.000;698.982.064.953.950.000
4618;S«O BENTO;MA;353;152;505;300.990.099.009.900.000;699.009.900.990.099.000
4611;SANTOS;SP;850;366;1216;300.986.842.105.263.000;699.013.157.894.736.000
4200;RIBEIR«O DOS ÷NDIOS;SP;72;31;103;300.970.873.786.407.000;699.029.126.213.592.000
3814;PIMENTA;MG;144;62;206;300.970.873.786.407.000;699.029.126.213.592.000
3117;MIRAV∂NIA;MG;72;31;103;300.970.873.786.407.000;699.029.126.213.592.000
2972;MARIµPOLIS;SP;72;31;103;300.970.873.786.407.000;699.029.126.213.592.000
2250;IPIRANGA DO PIAU÷;PI;72;31;103;300.970.873.786.407.000;699.029.126.213.592.000
5439;URUCURITUBA;AM;295;127;422;300.947.867.298.578.000;699.052.132.701.421.000
4566;SANTO ANDRê;PB;79;34;113;300.884.955.752.212.000;699.115.044.247.787.000
4875;S«O MIGUEL DO IGUAÄU;PR;158;68;226;300.884.955.752.212.000;699.115.044.247.787.000
508;BARIRI;SP;244;105;349;300.859.598.853.868.000;699.140.401.146.131.000
3820;PINDARê-MIRIM;MA;165;71;236;300.847.457.627.118.000;699.152.542.372.881.000
5431;URUARµ;PA;330;142;472;300.847.457.627.118.000;699.152.542.372.881.000
5456;VALENÄA;RJ;416;179;595;300.840.336.134.453.000;699.159.663.865.546.000
2709;LAGOA DO OURO;PE;86;37;123;300.813.008.130.081.000;699.186.991.869.918.000
167;ALTO SANTO;CE;86;37;123;300.813.008.130.081.000;699.186.991.869.918.000
1791;FERREIRA GOMES;AP;172;74;246;300.813.008.130.081.000;699.186.991.869.918.000
1333;CONCEIÄ«O;PB;86;37;123;300.813.008.130.081.000;699.186.991.869.918.000
4913;S«O ROQUE;SP;523;225;748;300.802.139.037.433.000;699.197.860.962.566.000
2799;LINHARES;ES;544;234;778;300.771.208.226.221.000;699.228.791.773.778.000
2941;MARANH«OZINHO;MA;93;40;133;300.751.879.699.248.000;699.248.120.300.751.000
290;APUIARêS;CE;93;40;133;300.751.879.699.248.000;699.248.120.300.751.000
845;CACHOEIRA;BA;279;120;399;300.751.879.699.248.000;699.248.120.300.751.000
5494;VAZANTE;MG;186;80;266;300.751.879.699.248.000;699.248.120.300.751.000
5407;UMBUZEIRO;PB;93;40;133;300.751.879.699.248.000;699.248.120.300.751.000
1126;CARIRI DO TOCANTINS;TO;100;43;143;300.699.300.699.300.000;699.300.699.300.699.000
1030;C∂NDIDO RODRIGUES;SP;100;43;143;300.699.300.699.300.000;699.300.699.300.699.000
2959;MARECHAL C∂NDIDO RONDON;PR;207;89;296;300.675.675.675.675.000;699.324.324.324.324.000
2392;ITAPIPOCA;CE;321;138;459;300.653.594.771.241.000;699.346.405.228.758.000
4040;PRESIDENTE CASTELO BRANCO;PR;107;46;153;300.653.594.771.241.000;699.346.405.228.758.000
4901;S«O PEDRO DO PIAU÷;PI;107;46;153;300.653.594.771.241.000;699.346.405.228.758.000
4398;SANTA CRUZ CABRµLIA;BA;328;141;469;300.639.658.848.614.000;699.360.341.151.385.000
4354;SALTO DE PIRAPORA;SP;228;98;326;300.613.496.932.515.000;699.386.503.067.484.000
4479;SANTA QUITêRIA DO MARANH«O;MA;114;49;163;300.613.496.932.515.000;699.386.503.067.484.000
5553;VINHEDO;SP;456;196;652;300.613.496.932.515.000;699.386.503.067.484.000
1679;ENGENHEIRO PAULO DE FRONTIN;RJ;242;104;346;300.578.034.682.080.000;699.421.965.317.919.000
2396;ITAPIRAPU«;GO;128;55;183;300.546.448.087.431.000;699.453.551.912.568.000
2174;IGUATU;CE;263;113;376;300.531.914.893.617.000;699.468.085.106.382.000
914;CALDAZINHA;GO;135;58;193;300.518.134.715.025.000;699.481.865.284.974.000
588;BELêM DE S«O FRANCISCO;PE;135;58;193;300.518.134.715.025.000;699.481.865.284.974.000
2388;ITAPEVA;SP;412;177;589;300.509.337.860.780.000;699.490.662.139.219.000
1724;ESTEIO;RS;277;119;396;300.505.050.505.050.000;699.494.949.494.949.000
3868;PIRANHAS;AL;142;61;203;300.492.610.837.438.000;699.507.389.162.561.000
3468;OLIVEIRA;MG;291;125;416;300.480.769.230.769.000;699.519.230.769.230.000
636;BOA ESPERANÄA;ES;149;64;213;300.469.483.568.075.000;699.530.516.431.924.000
1074;CAPIM GROSSO;BA;156;67;223;300.448.430.493.273.000;699.551.569.506.726.000
293;AQUIRAZ;CE;312;134;446;300.448.430.493.273.000;699.551.569.506.726.000
2962;MARECHAL THAUMATURGO;AC;156;67;223;300.448.430.493.273.000;699.551.569.506.726.000
4080;PUXINAN«;PB;163;70;233;300.429.184.549.356.000;699.570.815.450.643.000
2212;INDIARA;GO;163;70;233;300.429.184.549.356.000;699.570.815.450.643.000
4247;RIO GRANDE;RS;687;295;982;300.407.331.975.560.000;699.592.668.024.439.000
3220;MUANµ;PA;184;79;263;300.380.228.136.882.000;699.619.771.863.117.000
822;CAAPIRANGA;AM;191;82;273;300.366.300.366.300.000;699.633.699.633.699.000
5086;SILVES;AM;191;82;273;300.366.300.366.300.000;699.633.699.633.699.000
2302;ITABERA÷;GO;198;85;283;300.353.356.890.459.000;699.646.643.109.540.000
2734;LAJE DO MURIAê;RJ;198;85;283;300.353.356.890.459.000;699.646.643.109.540.000
4245;RIO FORMOSO;PE;198;85;283;300.353.356.890.459.000;699.646.643.109.540.000
4917;S«O SEBASTI«O;AL;198;85;283;300.353.356.890.459.000;699.646.643.109.540.000
3562;PALMEIRAS DE GOIµS;GO;205;88;293;300.341.296.928.327.000;699.658.703.071.672.000
5248;TERRA ALTA;PA;205;88;293;300.341.296.928.327.000;699.658.703.071.672.000
3348;NOVA HARTZ;RS;212;91;303;300.330.033.003.300.000;699.669.966.996.699.000
2133;IBITINGA;SP;431;185;616;300.324.675.324.675.000;699.675.324.675.324.000
4630;S«O BORJA;RS;226;97;323;300.309.597.523.219.000;699.690.402.476.780.000
2382;ITAPEMIRIM;ES;268;115;383;300.261.096.605.744.000;699.738.903.394.255.000
2312;ITACARê;BA;282;121;403;300.248.138.957.816.000;699.751.861.042.183.000
5604;Zê DOCA;MA;282;121;403;300.248.138.957.816.000;699.751.861.042.183.000
2041;GUARATUBA;PR;303;130;433;300.230.946.882.217.000;699.769.053.117.782.000
4638;S«O CARLOS;SP;669;287;956;300.209.205.020.920.000;699.790.794.979.079.000
1790;FERRAZ DE VASCONCELOS;SP;688;295;983;300.101.729.399.796.000;699.898.270.600.203.000
2155;IGARAPAVA;SP;266;114;380;300.000.000.000.000.000;700.000.000.000.000.000
1591;DOIS C‡RREGOS;SP;189;81;270;300.000.000.000.000.000;700.000.000.000.000.000
1448;COUTO DE MAGALH«ES;TO;133;57;190;300.000.000.000.000.000;700.000.000.000.000.000
1444;COTEGIPE;BA;105;45;150;300.000.000.000.000.000;700.000.000.000.000.000
1388;CORBêLIA;PR;98;42;140;300.000.000.000.000.000;700.000.000.000.000.000
1236;CERQUILHO;SP;294;126;420;300.000.000.000.000.000;700.000.000.000.000.000
1214;CAXING‡;PI;70;30;100;300.000.000.000.000.000;700.000.000.000.000.000
810;BURITI DO TOCANTINS;TO;77;33;110;300.000.000.000.000.000;700.000.000.000.000.000
608;BENTO DE ABREU;SP;84;36;120;300.000.000.000.000.000;700.000.000.000.000.000
1100;CARAMBE÷;PR;231;99;330;300.000.000.000.000.000;700.000.000.000.000.000
1012;CANAPI;AL;140;60;200;300.000.000.000.000.000;700.000.000.000.000.000
964;CAMPO ALEGRE DE LOURDES;BA;126;54;180;300.000.000.000.000.000;700.000.000.000.000.000
991;CAMPO NOVO DO PARECIS;MT;161;69;230;300.000.000.000.000.000;700.000.000.000.000.000
184;ALVORADA DO OESTE;RO;161;69;230;300.000.000.000.000.000;700.000.000.000.000.000
78;AGUDOS DO SUL;PR;203;87;290;300.000.000.000.000.000;700.000.000.000.000.000
2293;ISRAEL∂NDIA;GO;70;30;100;300.000.000.000.000.000;700.000.000.000.000.000
2525;JANDAIA;GO;98;42;140;300.000.000.000.000.000;700.000.000.000.000.000
2646;JÈLIO BORGES;PI;63;27;90;300.000.000.000.000.000;700.000.000.000.000.000
3292;NOBRES;MT;154;66;220;300.000.000.000.000.000;700.000.000.000.000.000
3242;MURIBECA;SE;84;36;120;300.000.000.000.000.000;700.000.000.000.000.000
3083;MIMOSO DO SUL;ES;301;129;430;300.000.000.000.000.000;700.000.000.000.000.000
3551;PALMAS DE MONTE ALTO;BA;112;48;160;300.000.000.000.000.000;700.000.000.000.000.000
3521;PACOTI;CE;119;51;170;300.000.000.000.000.000;700.000.000.000.000.000
3460;OLHO D'µGUA GRANDE;AL;77;33;110;300.000.000.000.000.000;700.000.000.000.000.000
3680;PAU D'ARCO;TO;105;45;150;300.000.000.000.000.000;700.000.000.000.000.000
3630;PARAUAPEBAS;PA;525;225;750;300.000.000.000.000.000;700.000.000.000.000.000
3859;PIRAJU;SP;259;111;370;300.000.000.000.000.000;700.000.000.000.000.000
4347;SALITRE;CE;77;33;110;300.000.000.000.000.000;700.000.000.000.000.000
4339;SALGADINHO;PB;49;21;70;300.000.000.000.000.000;700.000.000.000.000.000
4643;S«O DOMINGOS;BA;84;36;120;300.000.000.000.000.000;700.000.000.000.000.000
4645;S«O DOMINGOS;GO;112;48;160;300.000.000.000.000.000;700.000.000.000.000.000
4686;S«O FRANCISCO DO PARµ;PA;154;66;220;300.000.000.000.000.000;700.000.000.000.000.000
4724;S«O JO«O DA PARAÈNA;GO;56;24;80;300.000.000.000.000.000;700.000.000.000.000.000
5201;TAQUARAL DE GOIµS;GO;147;63;210;300.000.000.000.000.000;700.000.000.000.000.000
5427;URU;SP;70;30;100;300.000.000.000.000.000;700.000.000.000.000.000
5337;TRIUNFO;PE;126;54;180;300.000.000.000.000.000;700.000.000.000.000.000
5392;UBERL∂NDIA;MG;1221;523;1744;299.885.321.100.917.000;700.114.678.899.082.000
4575;SANTO ANT‚NIO DE JESUS;BA;320;137;457;299.781.181.619.256.000;700.218.818.380.743.000
4818;S«O JOSê DO RIO PARDO;SP;313;134;447;299.776.286.353.467.000;700.223.713.646.532.000
3423;NOVO HORIZONTE;SP;278;119;397;299.748.110.831.234.000;700.251.889.168.765.000
97;ALC∂NTARA;MA;271;116;387;299.741.602.067.183.000;700.258.397.932.816.000
732;BORBA;AM;271;116;387;299.741.602.067.183.000;700.258.397.932.816.000
1744;EXTREMA;MG;257;110;367;299.727.520.435.967.000;700.272.479.564.032.000
536;BARRA DOS COQUEIROS;SE;243;104;347;299.711.815.561.959.000;700.288.184.438.040.000
5307;TRAIRI;CE;243;104;347;299.711.815.561.959.000;700.288.184.438.040.000
4938;S«O SIM«O;GO;208;89;297;299.663.299.663.299.000;700.336.700.336.700.000
1738;EUCLIDES DA CUNHA PAULISTA;SP;194;83;277;299.638.989.169.675.000;700.361.010.830.324.000
5067;SERT«OZINHO;SP;582;249;831;299.638.989.169.675.000;700.361.010.830.324.000
735;BORDA DA MATA;MG;187;80;267;299.625.468.164.794.000;700.374.531.835.205.000
967;CAMPO BELO;MG;353;151;504;299.603.174.603.174.000;700.396.825.396.825.000
3057;MEDINA;MG;173;74;247;299.595.141.700.404.000;700.404.858.299.595.000
5475;VARGINHA;MG;484;207;691;299.565.846.599.131.000;700.434.153.400.868.000
2804;LOANDA;PR;159;68;227;299.559.471.365.638.000;700.440.528.634.361.000
3930;POMERODE;SC;159;68;227;299.559.471.365.638.000;700.440.528.634.361.000
13;ABREU E LIMA;PE;477;204;681;299.559.471.365.638.000;700.440.528.634.361.000
566;BATALHA;AL;145;62;207;299.516.908.212.560.000;700.483.091.787.439.000
1989;GUA÷BA;RS;435;186;621;299.516.908.212.560.000;700.483.091.787.439.000
1755;FARROUPILHA;RS;283;121;404;299.504.950.495.049.000;700.495.049.504.950.000
1320;COLOMBO;PR;704;301;1005;299.502.487.562.189.000;700.497.512.437.810.000
1464;CRISTAL;RS;138;59;197;299.492.385.786.802.000;700.507.614.213.197.000
297;ARACAJU;SE;800;342;1142;299.474.605.954.465.000;700.525.394.045.534.000
1527;CURRALINHOS;PI;131;56;187;299.465.240.641.711.000;700.534.759.358.288.000
4486;SANTA RITA DE MINAS;MG;131;56;187;299.465.240.641.711.000;700.534.759.358.288.000
3267;NAZARê;BA;255;109;364;299.450.549.450.549.000;700.549.450.549.450.000
2378;ITAPECERICA DA SERRA;SP;496;212;708;299.435.028.248.587.000;700.564.971.751.412.000
3165;MONTE CARLO;SC;117;50;167;299.401.197.604.790.000;700.598.802.395.209.000
4184;RIBAMAR FIQUENE;MA;117;50;167;299.401.197.604.790.000;700.598.802.395.209.000
3970;PORTO;PI;117;50;167;299.401.197.604.790.000;700.598.802.395.209.000
1533;CUST‡DIA;PE;117;50;167;299.401.197.604.790.000;700.598.802.395.209.000
5191;TAPIRA;MG;117;50;167;299.401.197.604.790.000;700.598.802.395.209.000
5091;SIMÂES FILHO;BA;578;247;825;299.393.939.393.939.000;700.606.060.606.060.000
553;BARRO ALTO;GO;110;47;157;299.363.057.324.840.000;700.636.942.675.159.000
3808;PILAR;AL;213;91;304;299.342.105.263.157.000;700.657.894.736.842.000
539;BARRA MANSA;RJ;742;317;1059;299.338.999.055.712.000;700.661.000.944.287.000
317;ARAGUA÷NA;TO;412;176;588;299.319.727.891.156.000;700.680.272.108.843.000
1503;CUITEGI;PB;103;44;147;299.319.727.891.156.000;700.680.272.108.843.000
3876;PIRAQU“;TO;103;44;147;299.319.727.891.156.000;700.680.272.108.843.000
2633;JUAREZ TµVORA;PB;103;44;147;299.319.727.891.156.000;700.680.272.108.843.000
2578;JENIPAPO DOS VIEIRAS;MA;103;44;147;299.319.727.891.156.000;700.680.272.108.843.000
5174;TANGARµ;RN;103;44;147;299.319.727.891.156.000;700.680.272.108.843.000
3910;POµ;SP;604;258;862;299.303.944.315.545.000;700.696.055.684.454.000
1103;CARANGOLA;MG;302;129;431;299.303.944.315.545.000;700.696.055.684.454.000
821;BUTIµ;RS;199;85;284;299.295.774.647.887.000;700.704.225.352.112.000
795;BRUSQUE;SC;398;170;568;299.295.774.647.887.000;700.704.225.352.112.000
562;BARUERI;SP;885;378;1263;299.287.410.926.365.000;700.712.589.073.634.000
3948;PONTE NOVA;MG;384;164;548;299.270.072.992.700.000;700.729.927.007.299.000
3587;PARACATU;MG;384;164;548;299.270.072.992.700.000;700.729.927.007.299.000
3008;MATA DE S«O JO«O;BA;288;123;411;299.270.072.992.700.000;700.729.927.007.299.000
4933;S«O SEBASTI«O DO RIO VERDE;MG;96;41;137;299.270.072.992.700.000;700.729.927.007.299.000
5071;SETE LAGOAS;MG;651;278;929;299.246.501.614.639.000;700.753.498.385.360.000
2725;LAGOA SANTA;MG;370;158;528;299.242.424.242.424.000;700.757.575.757.575.000
5217;TATU÷;SP;459;196;655;299.236.641.221.374.000;700.763.358.778.625.000
3233;MUNDO NOVO;BA;89;38;127;299.212.598.425.196.000;700.787.401.574.803.000
3624;PARAPU«;SP;178;76;254;299.212.598.425.196.000;700.787.401.574.803.000
4050;PRESIDENTE KENNEDY;ES;178;76;254;299.212.598.425.196.000;700.787.401.574.803.000
2599;JOANêSIA;MG;171;73;244;299.180.327.868.852.000;700.819.672.131.147.000
1584;DIVIN‡POLIS;MG;684;292;976;299.180.327.868.852.000;700.819.672.131.147.000
4571;SANTO ANT‚NIO DA PATRULHA;RS;171;73;244;299.180.327.868.852.000;700.819.672.131.147.000
483;BANDEIRA;MG;82;35;117;299.145.299.145.299.000;700.854.700.854.700.000
2395;ITAPIRANGA;SC;82;35;117;299.145.299.145.299.000;700.854.700.854.700.000
5520;VIAM«O;RS;607;259;866;299.076.212.471.131.000;700.923.787.528.868.000
2651;JUNCO DO SERID‡;PB;75;32;107;299.065.420.560.747.000;700.934.579.439.252.000
4219;RIO BRANCO DO IVA÷;PR;75;32;107;299.065.420.560.747.000;700.934.579.439.252.000
355;ARATACA;BA;150;64;214;299.065.420.560.747.000;700.934.579.439.252.000
2424;ITARIRI;SP;218;93;311;299.035.369.774.919.000;700.964.630.225.080.000
1760;FµTIMA DO SUL;MS;143;61;204;299.019.607.843.137.000;700.980.392.156.862.000
2419;ITAQUITINGA;PE;211;90;301;299.003.322.259.136.000;700.996.677.740.863.000
2309;ITACAJµ;TO;68;29;97;298.969.072.164.948.000;701.030.927.835.051.000
2436;ITAÈ DE MINAS;MG;204;87;291;298.969.072.164.948.000;701.030.927.835.051.000
3172;MONTE HOREBE;PB;68;29;97;298.969.072.164.948.000;701.030.927.835.051.000
4152;RERIUTABA;CE;68;29;97;298.969.072.164.948.000;701.030.927.835.051.000
4400;SANTA CRUZ DA CONCEIÄ«O;SP;136;58;194;298.969.072.164.948.000;701.030.927.835.051.000
3434;NOVO ORIENTE DO PIAU÷;PI;68;29;97;298.969.072.164.948.000;701.030.927.835.051.000
3501;OURO BRANCO;RN;68;29;97;298.969.072.164.948.000;701.030.927.835.051.000
1395;COREAÈ;CE;68;29;97;298.969.072.164.948.000;701.030.927.835.051.000
1071;CAPETINGA;MG;136;58;194;298.969.072.164.948.000;701.030.927.835.051.000
4826;S«O JOSê DOS BAS÷LIOS;MA;68;29;97;298.969.072.164.948.000;701.030.927.835.051.000
1639;DOVERL∂NDIA;GO;129;55;184;298.913.043.478.260.000;701.086.956.521.739.000
2281;IRAPURU;SP;129;55;184;298.913.043.478.260.000;701.086.956.521.739.000
3851;PIRACAIA;SP;258;110;368;298.913.043.478.260.000;701.086.956.521.739.000
4084;QUARTO CENTENµRIO;PR;129;55;184;298.913.043.478.260.000;701.086.956.521.739.000
5152;TACAIMB‡;PE;129;55;184;298.913.043.478.260.000;701.086.956.521.739.000
1017;CANAS;SP;190;81;271;298.892.988.929.889.000;701.107.011.070.110.000
4307;ROSµRIO;MA;312;133;445;298.876.404.494.382.000;701.123.595.505.617.000
2742;LAJEDO;PE;122;52;174;298.850.574.712.643.000;701.149.425.287.356.000
890;CAIÄARA;PB;61;26;87;298.850.574.712.643.000;701.149.425.287.356.000
776;BREJO DE AREIA;MA;61;26;87;298.850.574.712.643.000;701.149.425.287.356.000
1881;FRUTUOSO GOMES;RN;61;26;87;298.850.574.712.643.000;701.149.425.287.356.000
5166;TALISM«;TO;122;52;174;298.850.574.712.643.000;701.149.425.287.356.000
5144;TABATINGA;AM;352;150;502;298.804.780.876.494.000;701.195.219.123.505.000
1458;CRICIÈMA;SC;345;147;492;298.780.487.804.878.000;701.219.512.195.121.000
4026;PRAIA GRANDE;SP;629;268;897;298.773.690.078.037.000;701.226.309.921.962.000
5160;TAIL∂NDIA;PA;338;144;482;298.755.186.721.991.000;701.244.813.278.008.000
3724;PEDRALVA;MG;223;95;318;298.742.138.364.779.000;701.257.861.635.220.000
1722;EST∂NCIA;SE;277;118;395;298.734.177.215.189.000;701.265.822.784.810.000
1208;CAUCAIA;CE;709;302;1011;298.714.144.411.473.000;701.285.855.588.526.000
2496;JACOBINA DO PIAU÷;PI;54;23;77;298.701.298.701.298.000;701.298.701.298.701.000
1821;FLORIANO;PI;317;135;452;298.672.566.371.681.000;701.327.433.628.318.000
3755;PELOTAS;RS;674;287;961;298.647.242.455.775.000;701.352.757.544.224.000
1549;DENISE;MT;101;43;144;298.611.111.111.111.000;701.388.888.888.888.000
4795;S«O JOSê DO BELMONTE;PE;101;43;144;298.611.111.111.111.000;701.388.888.888.888.000
5500;VERA;MT;101;43;144;298.611.111.111.111.000;701.388.888.888.888.000
2553;JARDIM ALEGRE;PR;148;63;211;298.578.199.052.132.000;701.421.800.947.867.000
4044;PRESIDENTE FIGUEIREDO;AM;242;103;345;298.550.724.637.681.000;701.449.275.362.318.000
4087;QUATIPURU;PA;188;80;268;298.507.462.686.567.000;701.492.537.313.432.000
3973;PORTO ALEGRE DO NORTE;MT;141;60;201;298.507.462.686.567.000;701.492.537.313.432.000
2513;JAGUARIBARA;CE;94;40;134;298.507.462.686.567.000;701.492.537.313.432.000
1780;FELIZ DESERTO;AL;94;40;134;298.507.462.686.567.000;701.492.537.313.432.000
414;ASSIS CHATEAUBRIAND;PR;188;80;268;298.507.462.686.567.000;701.492.537.313.432.000
4732;S«O JO«O DAS MISSÂES;MG;94;40;134;298.507.462.686.567.000;701.492.537.313.432.000
4685;S«O FRANCISCO DO OESTE;RN;47;20;67;298.507.462.686.567.000;701.492.537.313.432.000
3122;MOCAJUBA;PA;181;77;258;298.449.612.403.100.000;701.550.387.596.899.000
3588;PARACURU;CE;268;114;382;298.429.319.371.727.000;701.570.680.628.272.000
4628;S«O BERNARDO DO CAMPO;SP;1312;558;1870;298.395.721.925.133.000;701.604.278.074.866.000
4169;RIACH«O DO POÄO;PB;87;37;124;298.387.096.774.193.000;701.612.903.225.806.000
3079;MILAGRES DO MARANH«O;MA;87;37;124;298.387.096.774.193.000;701.612.903.225.806.000
493;BAR«O DE COCAIS;MG;301;128;429;298.368.298.368.298.000;701.631.701.631.701.000
38;AFONSO CUNHA;MA;127;54;181;298.342.541.436.464.000;701.657.458.563.535.000
266;ANT‚NIO JO«O;MS;127;54;181;298.342.541.436.464.000;701.657.458.563.535.000
3767;PERDIZES;MG;127;54;181;298.342.541.436.464.000;701.657.458.563.535.000
5069;SETE BARRAS;SP;254;108;362;298.342.541.436.464.000;701.657.458.563.535.000
2846;MACAPµ;AP;668;284;952;298.319.327.731.092.000;701.680.672.268.907.000
611;BEQUIM«O;MA;207;88;295;298.305.084.745.762.000;701.694.915.254.237.000
900;CAJATI;SP;207;88;295;298.305.084.745.762.000;701.694.915.254.237.000
2824;LU÷S EDUARDO MAGALH«ES;BA;447;190;637;298.273.155.416.012.000;701.726.844.583.987.000
2573;JAÈ DO TOCANTINS;TO;80;34;114;298.245.614.035.087.000;701.754.385.964.912.000
3108;MIRANGABA;BA;120;51;171;298.245.614.035.087.000;701.754.385.964.912.000
4118;QUIXEL‚;CE;120;51;171;298.245.614.035.087.000;701.754.385.964.912.000
930;CAMBARµ;PR;160;68;228;298.245.614.035.087.000;701.754.385.964.912.000
1176;CµSSIA DOS COQUEIROS;SP;120;51;171;298.245.614.035.087.000;701.754.385.964.912.000
5325;TR“S PASSOS;RS;120;51;171;298.245.614.035.087.000;701.754.385.964.912.000
